DOB,Date,Event_Name,Fighter_Name,Height,Location,Method,Passes,Reach,Result,Round,Stance,Strikes,Strikes_Per_Min,Submission_Attempts,TD_Avg,Takedowns,Time,Weight,Weight_Class
"Aug 08, 1988","['\n      January 30, 2016\n    ']",UFC Fight Night: Johnson vs. Bader,Damon Jackson,"5' 11""","['\n\n      Newark, New Jersey, USA\n    ']",M-DEC,0,"71""",Damon Jackson,3,Switch,44,2.71,0,1.77,0,5:00,145 lbs.,Featherweight
"Oct 14, 1985","['\n      January 02, 2016\n    ']",UFC 195: Lawler vs Condit,Tony Sims,"5' 11""","['\n\n      Las Vegas, Nevada, USA\n    ']",Guillotine Choke,0,"70""",Abel Trujillo,1,Southpaw,5,1.81,0,0.71,1,3:18,155 lbs.,Lightweight
"Dec 17, 1989","['\n      January 30, 2016\n    ']",UFC Fight Night: Johnson vs. Bader,Matt Dwyer,"6' 4""","['\n\n      Newark, New Jersey, USA\n    ']",,0,"76""",Randy Brown,3,Orthodox,46,2.57,0,0.44,1,5:00,170 lbs.,Welterweight
"May 27, 1987","['\n      January 02, 2016\n    ']",UFC 195: Lawler vs Condit,Diego Brandao,"5' 7""","['\n\n      Las Vegas, Nevada, USA\n    ']",Triangle Choke,1,"68""",Brian Ortega,3,Orthodox,56,2.94,0,3.21,2,1:37,145 lbs.,Featherweight
"Jun 08, 1984","['\n      February 06, 2016\n    ']",UFC Fight Night: Hendricks vs Thompson,Noad Lahat,"5' 9""","['\n\n      Las Vegas, Nevada, USA\n    ']",Flying Knee,6,"69""",Diego Rivas,2,Orthodox,7,2.79,3,2.37,1,0:23,145 lbs.,Featherweight
"May 05, 1989","['\n      December 12, 2015\n    ']",UFC 194: Aldo vs McGregor,Marcio Alexandre Junior,"6' 0""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"75""",Court McGee,3,Southpaw,23,1.61,1,0.35,0,5:00,185 lbs.,Welterweight
"Oct 20, 1982","['\n      December 19, 2015\n    ']",UFC on FOX: Dos Anjos vs. Cowboy 2,Hayder Hassan,"5' 10""","['\n\n      Orlando, Florida, USA\n    ']",Anaconda Choke,0,"70""",Vicente Luque,1,,15,2.11,0,0.00,0,2:13,170 lbs.,Welterweight
"Sep 04, 1982","['\n      December 11, 2015\n    ']",The Ultimate Fighter 22 Finale,Abner Lloveras,"5' 11""","['\n\n      Las Vegas, Nevada, USA\n    ']",,1,"71""",Chris Gruetzemacher,3,,94,6.27,0,2.00,2,5:00,155 lbs.,Lightweight
"Jul 14, 1981","['\n      December 10, 2015\n    ']",UFC Fight Night: Namajunas vs. VanZant,Emily Peters Kagan,"5' 3""","['\n\n      Las Vegas, Nevada, USA\n    ']",Rear Naked Choke,0,"66""",Kailin Curran,2,,22,2.60,0,1.86,1,4:13,115 lbs.,Women's Strawweight
"Oct 03, 1983","['\n      November 28, 2015\n    ']",UFC Fight Night: Henderson vs Masvidal,Leo Kuntz,"5' 10""","['\n\n      Seoul, South Korea\n    ']",,2,"74""",Tae Hyun Bang,3,Orthodox,31,1.68,1,1.99,3,5:00,155 lbs.,Lightweight
"Dec 07, 1984","['\n      November 28, 2015\n    ']",UFC Fight Night: Henderson vs Masvidal,Dongi Yang,"5' 10""","['\n\n      Seoul, South Korea\n    ']",KO/TKO,0,"71""",Dongi Yang,2,Southpaw,29,3.55,0,1.70,1,1:50,185 lbs.,Middleweight
"Jul 16, 1981","['\n      November 28, 2015\n    ']",UFC Fight Night: Henderson vs Masvidal,Yui Chul Nam,"5' 9""","['\n\n      Seoul, South Korea\n    ']",,0,"69""",Mike de la Torre,3,Orthodox,53,3.53,0,1.33,1,5:00,145 lbs.,Featherweight
"Jul 29, 1975","['\n      November 28, 2015\n    ']",UFC Fight Night: Henderson vs Masvidal,Yoshihiro Akiyama,"5' 10""","['\n\n      Seoul, South Korea\n    ']",,1,"73""",Alberto Mina,3,Orthodox,78,3.10,0,2.29,0,5:00,170 lbs.,Welterweight
"May 20, 1988","['\n      December 10, 2015\n    ']",UFC Fight Night: Namajunas vs. VanZant,Andreas Stahl,"5' 11""","['\n\n      Las Vegas, Nevada, USA\n    ']",Punch,0,"73""",Santiago Ponzinibbio,1,Orthodox,14,2.83,0,1.55,2,4:25,170 lbs.,Welterweight
"Nov 16, 1983","['\n      November 28, 2015\n    ']",UFC Fight Night: Henderson vs Masvidal,Benson Henderson,"5' 9""","['\n\n      Seoul, South Korea\n    ']",S-DEC,1,"70""",Benson Henderson,5,Southpaw,86,2.93,0,2.40,3,5:00,170 lbs.,Welterweight
"Mar 01, 1983","['\n      December 10, 2015\n    ']",UFC Fight Night: Namajunas vs. VanZant,John Howard,"5' 7""","['\n\n      Las Vegas, Nevada, USA\n    ']",Punch,0,"71""",Tim Means,2,Orthodox,20,2.15,0,2.70,3,0:21,170 lbs.,Welterweight
"Sep 01, 1980","['\n      December 11, 2015\n    ']",The Ultimate Fighter 22 Finale,Mike Pierce,"5' 8""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"70""",Ryan LaFlare,3,Orthodox,42,2.62,0,3.08,0,5:00,170 lbs.,Welterweight
"Jan 31, 1983","['\n      December 11, 2015\n    ']",The Ultimate Fighter 22 Finale,Konstantin Erokhin,"5' 11""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"73""",Gabriel Gonzaga,3,Orthodox,15,1.07,0,0.00,0,5:00,230 lbs.,Heavyweight
"Oct 14, 1987","['\n      December 11, 2015\n    ']",The Ultimate Fighter 22 Finale,Marcin Wrzosek,"5' 9""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,--,Julian Erosa,3,,52,3.47,0,3.00,3,5:00,155 lbs.,Lightweight
"May 18, 1979","['\n      December 11, 2015\n    ']",The Ultimate Fighter 22 Finale,Gabriel Gonzaga,"6' 2""","['\n\n      Las Vegas, Nevada, USA\n    ']",U-DEC,3,"76""",Gabriel Gonzaga,3,Orthodox,20,2.12,0,2.80,2,5:00,242 lbs.,Heavyweight
"Aug 25, 1979","['\n      December 19, 2015\n    ']",UFC on FOX: Dos Anjos vs. Cowboy 2,Danny Castillo,"5' 9""","['\n\n      Orlando, Florida, USA\n    ']",,2,"71""",Nik Lentz,3,Orthodox,57,2.57,0,2.95,2,5:00,155 lbs.,Lightweight
"Aug 10, 1985","['\n      December 12, 2015\n    ']",UFC 194: Aldo vs McGregor,Joe Proctor,"5' 10""","['\n\n      Las Vegas, Nevada, USA\n    ']",Knee,0,"72""",Magomed Mustafaev,1,Orthodox,9,3.39,0,0.00,0,1:54,155 lbs.,Lightweight
"Sep 20, 1985","['\n      December 19, 2015\n    ']",UFC on FOX: Dos Anjos vs. Cowboy 2,Sarah Kaufman,"5' 5""","['\n\n      Orlando, Florida, USA\n    ']",,2,"67""",Valentina Shevchenko,3,Orthodox,27,6.65,0,0.38,1,5:00,135 lbs.,Women's Bantamweight
"Dec 07, 1982","['\n      February 06, 2016\n    ']",UFC Fight Night: Hendricks vs Thompson,KJ Noons,"5' 10""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"72""",Joshua Burkman,3,Orthodox,33,3.68,0,0.08,0,5:00,155 lbs.,Lightweight
"Apr 14, 1980","['\n      February 06, 2016\n    ']",UFC Fight Night: Hendricks vs Thompson,Rafael Feijao,"6' 1""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"73""",Ovince Saint Preux,3,Orthodox,10,2.71,0,0.60,0,5:00,205 lbs.,Light Heavyweight
"Aug 04, 1986","['\n      February 06, 2016\n    ']",UFC Fight Night: Hendricks vs Thompson,Jared Rosholt,"6' 2""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"75""",Roy Nelson,3,Orthodox,36,2.08,0,1.83,0,5:00,265 lbs.,Heavyweight
"Oct 22, 1986","['\n      March 19, 2016\n    ']",UFC Fight Night: Hunt vs Mir,Rin Nakai,"5' 1""","['\n\n      Brisbane, Queensland, Australia\n    ']",,5,"60""",Leslie Smith,3,Orthodox,31,1.57,1,3.00,3,5:00,135 lbs.,Women's Bantamweight
"Feb 16, 1986","['\n      March 19, 2016\n    ']",UFC Fight Night: Hunt vs Mir,Mark Eddiva,"5' 8""","['\n\n      Brisbane, Queensland, Australia\n    ']",Guillotine Choke,0,"68""",Dan Hooker,1,Orthodox,4,3.37,0,1.45,0,1:24,145 lbs.,Featherweight
"Sep 29, 1981","['\n      March 19, 2016\n    ']",UFC Fight Night: Hunt vs Mir,James Te Huna,"6' 2""","['\n\n      Brisbane, Queensland, Australia\n    ']",Punch,0,"75""",Steve Bosse,1,Orthodox,1,4.04,0,2.75,0,0:52,185 lbs.,Light Heavyweight
"Jun 28, 1989","['\n      March 19, 2016\n    ']",UFC Fight Night: Hunt vs Mir,Johnny Case,"5' 10""","['\n\n      Brisbane, Queensland, Australia\n    ']",Rear Naked Choke,1,"72""",Jake Matthews,3,Orthodox,35,3.95,0,1.70,1,4:45,155 lbs.,Lightweight
"May 24, 1979","['\n      March 19, 2016\n    ']",UFC Fight Night: Hunt vs Mir,Frank Mir,"6' 3""","['\n\n      Brisbane, Queensland, Australia\n    ']",Punch,0,"79""",Mark Hunt,1,Southpaw,1,2.18,0,2.02,0,3:01,264 lbs.,Heavyweight
"Dec 22, 1986","['\n      February 27, 2016\n    ']",UFC Fight Night: Silva vs Bisping,Norman Parke,"5' 11""","['\n\n      London, England, United Kingdom\n    ']",,1,"70""",Rustam Khabilov,3,,17,3.06,0,1.98,1,5:00,155 lbs.,Lightweight
"Sep 08, 1987","['\n      February 27, 2016\n    ']",UFC Fight Night: Silva vs Bisping,Chris Dempsey,"5' 10""","['\n\n      London, England, United Kingdom\n    ']",Punch,1,"72""",Scott Askham,1,Orthodox,6,2.25,0,2.64,1,4:45,185 lbs.,Middleweight
"Feb 04, 1981","['\n      February 27, 2016\n    ']",UFC Fight Night: Silva vs Bisping,Yaotzin Meza,"5' 9""","['\n\n      London, England, United Kingdom\n    ']",,0,"74""",Arnold Allen,3,Orthodox,25,1.43,0,1.06,0,5:00,145 lbs.,Featherweight
"Jun 25, 1983","['\n      March 05, 2016\n    ']",UFC 196: McGregor vs Diaz,Marcelo Guimaraes,"6' 0""","['\n\n      Las Vegas, Nevada, USA\n    ']",Kick,0,"73""",Vitor Miranda,2,Orthodox,23,4.67,0,1.99,1,1:09,185 lbs.,Middleweight
"Sep 15, 1987","['\n      February 27, 2016\n    ']",UFC Fight Night: Silva vs Bisping,Mike Wilkinson,"5' 7""","['\n\n      London, England, United Kingdom\n    ']",,2,"68""",Makwan Amirkhani,3,,13,2.35,2,0.92,0,5:00,145 lbs.,Featherweight
"Mar 10, 1979","['\n      March 05, 2016\n    ']",UFC 196: McGregor vs Diaz,Vitor Miranda,"6' 1""","['\n\n      Las Vegas, Nevada, USA\n    ']",KO/TKO,0,"77""",Vitor Miranda,2,Orthodox,46,2.98,0,0.95,0,1:09,185 lbs.,Middleweight
"May 15, 1983","['\n      March 05, 2016\n    ']",UFC 196: McGregor vs Diaz,Tom Lawlor,"6' 0""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"74""",Corey Anderson,3,Southpaw,31,2.50,0,2.46,1,5:00,205 lbs.,Light Heavyweight
"Feb 21, 1981","['\n      April 23, 2016\n    ']",UFC 197: Jones vs Saint Preux,Chris Kelades,"5' 7""","['\n\n      Las Vegas, Nevada, USA\n    ']",,1,"68""",Sergio Pettis,3,Orthodox,35,2.40,0,1.04,1,5:00,125 lbs.,Flyweight
"Apr 11, 1989","['\n      May 08, 2016\n    ']",UFC Fight Night: Overeem vs Arlovski,Dominic Waters,"6' 1""","['\n\n      Rotterdam, Zuid-Holland, Netherlands\n    ']",,3,"79""",Leon Edwards,3,Orthodox,3,0.48,0,4.07,4,5:00,170 lbs.,Welterweight
"May 13, 1983","['\n      May 08, 2016\n    ']",UFC Fight Night: Overeem vs Arlovski,Yan Cabral,"5' 11""","['\n\n      Rotterdam, Zuid-Holland, Netherlands\n    ']",Punch,2,"73""",Reza Madadi,3,Orthodox,32,2.02,0,2.89,1,1:56,155 lbs.,Lightweight
"Aug 30, 1979","['\n      May 08, 2016\n    ']",UFC Fight Night: Overeem vs Arlovski,Neil Seery,"5' 4""","['\n\n      Rotterdam, Zuid-Holland, Netherlands\n    ']",,0,"64""",Kyoji Horiguchi,3,Orthodox,40,3.56,1,0.78,0,5:00,125 lbs.,Flyweight
"Jan 15, 1991","['\n      May 14, 2016\n    ']",UFC 198: Werdum vs Miocic,Zubaira Tukhugov,"5' 8""","['\n\n      Curitiba, Parana, Brazil\n    ']",,0,"68""",Renato Moicano,3,Orthodox,29,2.53,0,2.13,3,5:00,145 lbs.,Featherweight
"May 16, 1986","['\n      November 07, 2015\n    ']",UFC Fight Night: Belfort vs Henderson,Anthony Birchak,"5' 8""","['\n\n      Sao Paulo, Sao Paulo, Brazil\n    ']",Punches,0,"69""",Thomas Almeida,1,Orthodox,27,3.98,0,0.68,0,4:24,135 lbs.,Bantamweight
"Oct 17, 1984","['\n      November 07, 2015\n    ']",UFC Fight Night: Belfort vs Henderson,Kevin Souza,"6' 0""","['\n\n      Sao Paulo, Sao Paulo, Brazil\n    ']",Rear Naked Choke,1,"74""",Chas Skelly,2,Orthodox,19,4.65,0,0.00,0,1:56,145 lbs.,Featherweight
"Jul 24, 1985","['\n      October 24, 2015\n    ']",UFC Fight Night: Holohan vs Smolka,Bubba Bush,"6' 0""","['\n\n      Dublin, Leinster, Ireland\n    ']",Punches,5,"73""",Garreth McLellan,3,Orthodox,8,0.63,0,2.82,3,4:58,185 lbs.,Middleweight
"Sep 02, 1987","['\n      October 24, 2015\n    ']",UFC Fight Night: Holohan vs Smolka,Cathal Pendred,"6' 1""","['\n\n      Dublin, Leinster, Ireland\n    ']",Punches,0,"75""",Tom Breese,1,Orthodox,5,2.49,0,2.46,0,4:37,170 lbs.,Welterweight
"Dec 24, 1987","['\n      October 24, 2015\n    ']",UFC Fight Night: Holohan vs Smolka,Aisling Daly,"5' 2""","['\n\n      Dublin, Leinster, Ireland\n    ']",U-DEC,2,"64""",Aisling Daly,3,,59,2.92,0,2.15,2,5:00,115 lbs.,Women's Strawweight
"Apr 12, 1983","['\n      October 24, 2015\n    ']",UFC Fight Night: Holohan vs Smolka,Rob Whiteford,"5' 9""","['\n\n      Dublin, Leinster, Ireland\n    ']",,0,"69""",Darren Elkins,3,Southpaw,23,2.33,0,1.90,1,5:00,145 lbs.,Featherweight
"Aug 19, 1987","['\n      October 24, 2015\n    ']",UFC Fight Night: Holohan vs Smolka,Jon Delos Reyes,"5' 6""","['\n\n      Dublin, Leinster, Ireland\n    ']",Guillotine Choke,2,"67""",Neil Seery,2,Orthodox,25,2.99,0,3.20,3,4:12,125 lbs.,Flyweight
"Aug 16, 1987","['\n      October 24, 2015\n    ']",UFC Fight Night: Holohan vs Smolka,Mickael Lebout,"5' 11""","['\n\n      Dublin, Leinster, Ireland\n    ']",,0,"73""",Stevie Ray,3,Orthodox,27,2.60,0,0.00,0,5:00,155 lbs.,Lightweight
"May 03, 1988","['\n      October 24, 2015\n    ']",UFC Fight Night: Holohan vs Smolka,Paddy Holohan,"5' 10""","['\n\n      Dublin, Leinster, Ireland\n    ']",Rear Naked Choke,4,"69""",Louis Smolka,2,Orthodox,16,2.13,0,2.88,4,4:09,125 lbs.,Flyweight
"May 27, 1981","['\n      October 03, 2015\n    ']",UFC 192: Cormier vs Gustafsson,Chris Cariaso,"5' 3""","['\n\n      Houston, Texas, USA\n    ']",,3,"63""",Sergio Pettis,3,Southpaw,37,3.35,1,1.11,0,5:00,125 lbs.,Flyweight
"May 09, 1986","['\n      September 26, 2015\n    ']",UFC Fight Night: Barnett vs Nelson,Roger Zapata,"5' 11""","['\n\n      Saitama, Japan\n    ']",,0,"74""",Shinsho Anzai,3,Southpaw,28,2.60,1,0.00,0,0:47,170 lbs.,Welterweight
"May 16, 1986","['\n      September 05, 2015\n    ']",UFC 191: Johnson vs Dodson 2,Nazareno Malegarie,"5' 8""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"70""",Joaquim Silva,3,,58,3.87,0,1.00,1,5:00,155 lbs.,Lightweight
"Dec 08, 1981","['\n      September 26, 2015\n    ']",UFC Fight Night: Barnett vs Nelson,Naoyuki Kotani,"5' 8""","['\n\n      Saitama, Japan\n    ']",,1,"66""",Kajan Johnson,3,Southpaw,21,1.02,0,0.83,1,5:00,155 lbs.,Lightweight
"Jan 25, 1983","['\n      September 05, 2015\n    ']",UFC 191: Johnson vs Dodson 2,Ron Stallings,"6' 2""","['\n\n      Las Vegas, Nevada, USA\n    ']",,1,"75""",Joe Riggs,2,Southpaw,24,3.22,0,0.00,0,2:28,170 lbs.,Middleweight
"Nov 03, 1987","['\n      July 12, 2015\n    ']",The Ultimate Fighter 21 Finale,Darrell Montague,"5' 6""","['\n\n      Las Vegas, Nevada, USA\n    ']",Punches,0,"67""",Willie Gates,1,Southpaw,4,1.92,0,0.72,0,1:36,125 lbs.,Flyweight
"Feb 12, 1985","['\n      July 11, 2015\n    ']",UFC 189: Mendes vs McGregor,Yosdenis Cedeno,"5' 8""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"69""",Cody Pfister,3,Orthodox,26,1.64,1,0.00,0,5:00,155 lbs.,Lightweight
"Jun 19, 1979","['\n      July 11, 2015\n    ']",UFC 189: Mendes vs McGregor,Mike Swick,"6' 1""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"77""",Alex Garcia,3,Orthodox,19,2.36,0,1.06,0,5:00,170 lbs.,Welterweight
"Jun 30, 1981","['\n      July 12, 2015\n    ']",The Ultimate Fighter 21 Finale,Dan Miller,"6' 1""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"74""",Trevor Smith,3,Orthodox,25,2.03,1,1.67,0,5:00,185 lbs.,Middleweight
"Mar 10, 1993","['\n      September 05, 2015\n    ']",UFC 191: Johnson vs Dodson 2,Clay Collard,"5' 11""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"73""",Tiago Trator,3,Orthodox,84,4.22,0,2.81,1,5:00,145 lbs.,Featherweight
"Oct 01, 1979","['\n      July 12, 2015\n    ']",The Ultimate Fighter 21 Finale,Jerrod Sanders,"5' 8""","['\n\n      Las Vegas, Nevada, USA\n    ']",U-DEC,8,"72""",Jerrod Sanders,3,Orthodox,15,0.88,3,2.20,3,5:00,135 lbs.,Bantamweight
"Nov 18, 1982","['\n      July 15, 2015\n    ']",UFC Fight Night: Mir vs Duffee,Ildemar Alcantara,"6' 2""","['\n\n      San Diego, California, USA\n    ']",,2,"78""",Kevin Casey,3,Orthodox,20,1.93,0,2.00,0,5:00,185 lbs.,Middleweight
"Dec 14, 1987","['\n      July 12, 2015\n    ']",The Ultimate Fighter 21 Finale,Caio Magalhaes,"6' 1""","['\n\n      Las Vegas, Nevada, USA\n    ']",Rear Naked Choke,0,"73""",Josh Samman,1,Orthodox,3,2.27,0,1.05,0,2:52,185 lbs.,Middleweight
"Sep 17, 1982","['\n      July 15, 2015\n    ']",UFC Fight Night: Mir vs Duffee,Scott Jorgensen,"5' 5""","['\n\n      San Diego, California, USA\n    ']",,0,"66""",Manvel Gamburyan,3,Orthodox,36,3.37,0,2.61,1,5:00,135 lbs.,Bantamweight
"Jan 15, 1986","['\n      July 15, 2015\n    ']",UFC Fight Night: Mir vs Duffee,Andrew Craig,"6' 1""","['\n\n      San Diego, California, USA\n    ']",Punch,0,"76""",Lyman Good,2,Orthodox,20,2.39,0,0.53,0,3:37,170 lbs.,Welterweight
"Dec 06, 1985","['\n      July 15, 2015\n    ']",UFC Fight Night: Mir vs Duffee,Todd Duffee,"6' 3""","['\n\n      San Diego, California, USA\n    ']",Punch,0,"79""",Frank Mir,1,Orthodox,9,5.58,0,0.00,0,1:13,260 lbs.,Heavyweight
"Dec 06, 1980","['\n      July 15, 2015\n    ']",UFC Fight Night: Mir vs Duffee,Igor Araujo,"6' 1""","['\n\n      San Diego, California, USA\n    ']",,0,"77""",Sean Strickland,3,Orthodox,39,1.52,0,0.86,0,5:00,170 lbs.,Welterweight
"Oct 31, 1981","['\n      September 26, 2015\n    ']",UFC Fight Night: Barnett vs Nelson,Katsunori Kikuno,"5' 8""","['\n\n      Saitama, Japan\n    ']",Punch,0,"66""",Diego Brandao,1,Orthodox,1,2.64,0,1.88,0,0:28,145 lbs.,Featherweight
"Sep 21, 1978","['\n      July 15, 2015\n    ']",UFC Fight Night: Mir vs Duffee,Josh Thomson,"5' 10""","['\n\n      San Diego, California, USA\n    ']",,0,"71""",Tony Ferguson,3,Orthodox,33,2.59,0,1.92,1,5:00,155 lbs.,Lightweight
"Jan 26, 1985","['\n      September 26, 2015\n    ']",UFC Fight Night: Barnett vs Nelson,Chico Camus,"5' 6""","['\n\n      Saitama, Japan\n    ']",,0,"66""",Kyoji Horiguchi,3,Orthodox,63,2.58,0,0.77,0,5:00,125 lbs.,Flyweight
"Nov 10, 1981","['\n      September 26, 2015\n    ']",UFC Fight Night: Barnett vs Nelson,George Roop,"6' 1""","['\n\n      Saitama, Japan\n    ']",,0,"72""",Takeya Mizugaki,3,Orthodox,47,3.43,0,1.05,0,5:00,135 lbs.,Bantamweight
"Dec 17, 1981","['\n      October 03, 2015\n    ']",UFC 192: Cormier vs Gustafsson,Francisco Trevino,"5' 9""","['\n\n      Houston, Texas, USA\n    ']",Punches,0,"70""",Sage Northcutt,1,Orthodox,1,2.65,0,0.97,0,0:57,155 lbs.,Lightweight
"Oct 21, 1984","['\n      October 03, 2015\n    ']",UFC 192: Cormier vs Gustafsson,Shawn Jordan,"6' 0""","['\n\n      Houston, Texas, USA\n    ']",,0,"75""",Ruslan Magomedov,3,Southpaw,20,2.87,0,1.97,1,5:00,260 lbs.,Heavyweight
"Nov 26, 1986","['\n      October 03, 2015\n    ']",UFC 192: Cormier vs Gustafsson,Ruslan Magomedov,"6' 3""","['\n\n      Houston, Texas, USA\n    ']",U-DEC,0,"78""",Ruslan Magomedov,3,Orthodox,71,4.02,0,0.33,0,5:00,242 lbs.,Heavyweight
"Mar 17, 1980","['\n      November 07, 2015\n    ']",UFC Fight Night: Belfort vs Henderson,Fabio Maldonado,"6' 1""","['\n\n      Sao Paulo, Sao Paulo, Brazil\n    ']",,0,"75""",Corey Anderson,3,Orthodox,26,5.29,0,0.44,0,5:00,205 lbs.,Light Heavyweight
"Aug 25, 1987","['\n      November 07, 2015\n    ']",UFC Fight Night: Belfort vs Henderson,Piotr Hallmann,"5' 9""","['\n\n      Sao Paulo, Sao Paulo, Brazil\n    ']",Punch,1,"71""",Alex Oliveira,3,Orthodox,36,3.98,0,2.55,1,0:51,155 lbs.,Lightweight
"Jun 19, 1983","['\n      November 14, 2015\n    ']",UFC 193: Rousey vs Holm,Richie Vaculik,"5' 6""","['\n\n      Melbourne, Victoria, Australia\n    ']",,2,"69""",Danny Martinez,3,Orthodox,63,3.69,0,3.00,3,5:00,125 lbs.,Flyweight
"Jun 14, 1985","['\n      November 14, 2015\n    ']",UFC 193: Rousey vs Holm,Danny Martinez,"5' 6""","['\n\n      Melbourne, Victoria, Australia\n    ']",U-DEC,3,"67""",Danny Martinez,3,Orthodox,54,2.73,0,3.00,9,5:00,125 lbs.,Flyweight
"Oct 05, 1972","['\n      November 14, 2015\n    ']",UFC 193: Rousey vs Holm,Anthony Perosh,"6' 3""","['\n\n      Melbourne, Victoria, Australia\n    ']",Punch,0,"75""",Gian Villante,1,Orthodox,6,2.27,0,2.03,0,2:56,205 lbs.,Light Heavyweight
"Jan 14, 1983","['\n      November 14, 2015\n    ']",UFC 193: Rousey vs Holm,Akbarh Arreola,"5' 10""","['\n\n      Melbourne, Victoria, Australia\n    ']",,1,"71""",Jake Matthews,2,Southpaw,21,2.32,0,1.07,0,5:00,155 lbs.,Lightweight
"Apr 14, 1977","['\n      April 25, 2015\n    ']",UFC 186: Johnson vs Horiguchi,Jessica Rakoczy,"5' 7""","['\n\n      Montreal, Quebec, Canada\n    ']",,2,"68""",Valerie Letourneau,3,Orthodox,46,2.50,1,0.75,1,5:00,115 lbs.,Women's Strawweight
"Jul 22, 1983","['\n      April 18, 2015\n    ']",UFC Fight Night: Machida vs Rockhold,Eddie Gordon,"6' 0""","['\n\n      Newark, New Jersey, USA\n    ']",,1,"76""",Chris Dempsey,3,Orthodox,37,2.03,0,1.93,3,5:00,185 lbs.,Middleweight
"Apr 08, 1987","['\n      April 11, 2015\n    ']",UFC Fight Night: Gonzaga vs Cro Cop 2,Rocky Lee,"5' 9""","['\n\n      Krakow, Poland\n    ']",,0,"68""",Taylor Lapilus,3,Orthodox,37,2.47,0,1.00,1,5:00,145 lbs.,Featherweight
"Sep 06, 1987","['\n      April 04, 2015\n    ']",UFC Fight Night: Mendes vs Lamas,Justin Jones,"5' 11""","['\n\n      Fairfax, Virginia, USA\n    ']",,0,"78""",Ron Stallings,3,Orthodox,23,1.70,0,1.00,2,5:00,185 lbs.,Middleweight
"Dec 22, 1982","['\n      March 21, 2015\n    ']",UFC Fight Night: Maia vs LaFlare,Bentley Syler,"5' 4""","['\n\n      Rio de Janeiro, Brazil\n    ']",Punch,0,"68""",Fredy Serrano,3,Orthodox,15,1.30,0,0.00,0,1:34,125 lbs.,Flyweight
"Nov 15, 1989","['\n      February 22, 2015\n    ']",UFC Fight Night: Bigfoot vs Mir,Josh Shockley,"6' 1""","['\n\n      Porto Alegre, Rio Grande do Sul, Brazil\n    ']",,1,"74""",Ivan Jorge,3,Orthodox,22,1.40,0,0.00,0,5:00,155 lbs.,Lightweight
"Sep 07, 1994","['\n      March 14, 2015\n    ']",UFC 185: Pettis vs Dos Anjos,Larissa Pacheco,"5' 7""","['\n\n      Dallas, Texas, USA\n    ']",Punch,0,"69""",Germaine de Randamie,2,Orthodox,8,1.21,0,0.00,0,2:02,135 lbs.,Women's Bantamweight
"Oct 20, 1986","['\n      January 24, 2015\n    ']",UFC Fight Night: Gustafsson vs Johnson,Paul Redmond,"5' 10""","['\n\n      Stockholm, Sweden\n    ']",,0,"70""",Mirsad Bektic,3,Orthodox,2,0.72,0,0.00,0,5:00,145 lbs.,Featherweight
"Mar 12, 1991","['\n      February 14, 2015\n    ']",UFC Fight Night: Henderson vs Thatch,Rodrigo de Lima,"5' 7""","['\n\n      Broomfield, Colorado, USA\n    ']",,3,"75""",Efrain Escudero,3,Orthodox,24,1.29,0,2.66,3,5:00,155 lbs.,Lightweight
"Aug 31, 1990","['\n      January 03, 2015\n    ']",UFC 182: Jones vs Cormier,Alexis Dufresne,"5' 9""","['\n\n      Las Vegas, Nevada, USA\n    ']",,0,"68""",Marion Reneau,3,Orthodox,28,1.33,0,1.50,0,5:00,135 lbs.,Women's Bantamweight
"Aug 15, 1991","['\n      January 31, 2015\n    ']",UFC 183: Silva vs Diaz,Andy Enz,"6' 3""","['\n\n      Las Vegas, Nevada, USA\n    ']",Punches,0,"78""",Thiago Santos,1,Orthodox,1,3.51,0,0.00,0,1:56,185 lbs.,Middleweight
"Jul 25, 1982","['\n      December 20, 2014\n    ']",UFC Fight Night: Machida vs Dollaway,Tom Niinimaki,"5' 9""","['\n\n      Barueri, Sao Paulo, Brazil\n    ']",Rear Naked Choke,0,"69""",Renato Moicano,2,Orthodox,33,1.91,0,2.97,0,3:30,145 lbs.,Featherweight
"Feb 27, 1986","['\n      January 18, 2015\n    ']",UFC Fight Night: McGregor vs Siver,Tateki Matsuda,"5' 7""","['\n\n      Boston, Massachusetts, USA\n    ']",,0,"65""",Joby Sanchez,3,Orthodox,55,3.20,0,0.00,0,5:00,125 lbs.,Flyweight
